palabra	peso
DESASECALAFATEMETABOLOMICS	0.2003
SOUTH	0.1853
AMERICAN	0.2945
LAKESBENTHIC	0.2377
ECOLOGYBIVALVES	0.2312
STAR	0.2197
INITIAL	0.2513
CONDITIONS	0.2686
STELLAR	0.2346
EVOLUTIONANALYTIC	0.2488
THEORYCOMPUTATION	0.2481
ASTRONOMIA	0.2744
DIVULGACION	0.2430
DIBUJOS	0.1983
ANIMADOS	0.2625
BLACK-HOLESACTIVE	0.2171
GALACTIC	0.2379
NUCLEI	0.2363
(AGNS)ACCRETION	0.2399
DATA-INTENSIVE	0.2448
TRANSIENTS	0.2727
VARIABLE	0.2457
POLLUTED	0.2181
SOILSHEAVY-METALS	0.2070
CONTAMINATIONMICROPLASTIC	0.2194
CONTAMINATION	0.2552
APPLIED	0.2394
LEARNINGAGRARIANREMOTE	0.2051
DATABASE	0.2328
RESILIENCEWATER	0.2413
SCARCITYRURAL	0.2164
SENSINGSENSIBILITY	0.1852
ANALYSISINSTRUMENTATION	0.2295
nan	0.0096
ASTROQUIMICA;	0.2330
QUIMICA	0.2177
MEDIO	0.2427
INTERESTELAR;	0.2448
POLVO	0.1608
INTERESTELAR	0.2550
SEWAGE	0.2068
SLUDGES	0.2002
RESIDUAL	0.2535
SLUDGE	0.1943
MAGNETOTELLURICS	0.2545
ARTIFICIAL	0.2471
NEURAL	0.2517
NETWORK	0.2231
(DL-ANN)	0.1768
AEROGELES	0.2719
BORRAS	0.2280
VINO	0.2095
AUTOMATIC	0.2542
GENERATION	0.2864
TRAVELING	0.2700
SALESMAN	0.2541
METAHEURISTIC	0.2583
MACROEVOLUTION	0.2631
PHYLOGENETIC	0.2460
COMPARATIVE	0.2658
BIOACTIVE	0.2564
PEPTIDE-POLYPHENOL	0.2026
SIMULATED	0.2498
DIGESTION	0.2780
BIOLOGICAL	0.2301
ACTIVITIES	0.2523
USO	0.1614
SUELO	0.2195
CUENCA	0.2388
HIDROGRAFICA	0.2234
MATERIA	0.2899
ORGANICA	0.2582
DISUELTA	0.2470
COLOREADA	0.2403
PENDIENTE	0.2312
MDE	0.1790
TELEDETECCION	0.2276
ALGORITMOS	0.2498
EMPIRICOS	0.2598
REFLECTANCIACONTINUO	0.2284
RIO-OCEANO	0.2645
COSTERO	0.2592
DESCARGA	0.2345
FLUVIAL	0.2070
GRADIENTE	0.2735
LATITUDINAL	0.2524
CARBONATOS	0.2688
NUTRIENTESCLOROFILA	0.2245
SERIES	0.2479
TEMPORALES	0.2775
PLUMA	0.1920
RIO	0.2169
RAINFALL	0.2501
PRIMARY	0.2218
BIOGEOPCHEMISTRY	0.2164
CRISIS	0.2218
ISOTOPES	0.2411
COMPOUND	0.2098
SPECIFIC	0.2100
CO	0.1520
REE	0.1726
RELAVES	0.2474
INACTIVOS	0.2839
CIRCULAR	0.2139
CONNEXIN36	0.2009
AMYGDALA	0.1862
NEURONAL	0.2692
SYNCHRONIZATION	0.2344
ELECTROCHEMICAL	0.2493
HYDROGENATION	0.2633
BIO-FURAN	0.2359
DERIVATIVES	0.2648
NANOPOROUS	0.2261
METAL	0.2547
ENFERMEDAD	0.2176
CRONICA	0.2678
METABOLOMICA	0.2482
COMPUESTOS	0.2336
FENOLICOS	0.2605
NATURALES	0.2779
BALANCE	0.2533
SEEKS	0.1619
PROPOSE	0.2191
NEW	0.1756
BALANCE.	0.2383
VIVO	0.1595
PROJECT	0.2234
PROPOSES	0.2183
MURINE	0.2621
COMERCIAL	0.2719
BIOPSY.	0.1923
HYPOTHALAMUS	0.2155
PROPOSAL	0.2307
IS	0.1691
FOCUSED	0.2222
TANYCYTES	0.2529
SPECIALIZED	0.2333
GLIAL	0.2079
HYPOTHALAMUS.	0.2062
HDAC6	0.1691
STAT3	0.1932
LINEAS	0.2867
COLORRECTAL	0.2408
ENZYMATIC	0.2528
ENZYME	0.1888
SIMULATIONS	0.2784
HUMEDALES	0.2493
URBANOS	0.2605
CARTOGRAFIA	0.2345
INSAR	0.2539
DETECCION	0.2602
REMOTA	0.2566
ACUATICOS	0.2797
AMBIENTE	0.2716
CHILE	0.2325
PLANIFICACION	0.2380
EXOPLANET	0.2587
RADIAL	0.2477
VELOCITY	0.2278
INMUNOGENOMICA	0.2324
EFECTO	0.2288
HETEROLOGO	0.2300
SALUD	0.1977
POST	0.2060
VACUNACION	0.2356
SYMPLECTIC	0.2393
REDUCTION	0.2724
MXENES	0.2264
HETEROGENEUS	0.2534
HYDROGEN	0.2341
STORAGE	0.2588
HEAT	0.2399
SUBSEASONAL-TO-SEASONAL	0.1789
KELVIN	0.2237
ADVECTION	0.2842
EASTERN	0.2879
PACIFIC	0.2063
AIR-SEA	0.2492
FLUXES	0.1943
SOLAR	0.2286
RECOVERY	0.2149
COPPER	0.2121
PROCESS	0.2421
HOST-PATHOGEN	0.2350
ENDOPLASMIC	0.2518
RETICULUM	0.2335
AS	0.1896
TARGET	0.2314
FOR	0.1515
BACTERIAL	0.2847
VIRULENCE	0.2380
DNA	0.1894
VACCINATION	0.2651
MUTACIONES	0.3128
IMPULSORAS	0.2326
HETEROGENEIDAD	0.2469
INTRATUMORAL	0.2529
TP53	0.0899
IIIG9	0.1232
PHOSPHATASE	0.2276
PP1	0.0325
PAR-3	0.1564
GLIA	0.2026
EPENDYMAL	0.2291
EPENDYMOMA	0.2203
ADHERENS	0.2678
JUNCTIONS	0.2620
POLARITY	0.2514
POST-SELECTED	0.2097
METROLOGY	0.2437
WEAK	0.1788
VALUES.	0.2242
PARAMETER	0.2428
ESTIMATION	0.2907
METROLOGY.	0.2314
OPTICS.	0.2309
RESPIRACION	0.2750
MITOCONDRIAL	0.2692
CITOCROMO	0.2206
OXIDASA	0.2294
(COX)	0.1231
ALTERNATIVA	0.2519
(AOX)	0.1544
METABOLISMO	0.2608
CARBONO	0.2449
ALTAS	0.2398
BAJAS	0.1747
TEMPERATURAS	0.2343
QUINOA	0.2349
ECOTIPOS	0.2622
ROUGH	0.1648
DOMAIN	0.2650
INTERIOR	0.2792
BOUNDARY	0.2273
ASYMTOTIC	0.2418
ANALYIS	0.2582
STOKES	0.2249
QUASI-CRYSTALLINE	0.2338
UNFOLDING	0.2201
HIGH	0.1262
CONTRASTING	0.2679
DIFFUSIVITY	0.1813
ESTIMATOR	0.2777
HIGH-ORDER	0.2060
SMART	0.2286
MULTIFUNCTIONAL	0.2408
BIOMATERIALS	0.2865
RECOGINITION	0.2580
ANTICANCER	0.2730
EFFECT	0.1897
SULFUR	0.1584
2D-MAPPING	0.2033
LIBS@MLIF	0.1686
ASSISTED	0.2437
(LIBS)	0.1654
FLUORESCENCE	0.2316
(MLIF)	0.1530
OXYGEN	0.2092
MINIMUM	0.1847
ZONE	0.2206
MIXING	0.1900
SUBMESOSCALE	0.2301
CURRENTS	0.2507
GLACIER	0.2513
MONITORING	0.2313
ICE-DRAGON	0.2574
PHOTONIC	0.2398
COMMUNICATION	0.2532
CRYPTOGRAPHY	0.1970
ENTANGLEMENT	0.2275
CORRELATIONS	0.3003
OMICS	0.2364
EUCALYPTUS	0.2425
DEFENSE	0.2150
ELICITATION	0.2824
GONIPTERUS	0.2569
PLATENSIS	0.2802
HERBIVORY	0.2199
POMC	0.1703
NEURONS	0.2664
OBESITY	0.2422
WEIGHT	0.1923
LOSS	0.1900
PHENOMENOLOGY	0.2120
DIFFEOMORPHISM	0.2105
LORENTZ	0.2428
SYMMETRY	0.1962
VIOLATION	0.2801
MODIFIED	0.2143
ATOMIC	0.2614
NANOPHOTONICS	0.2431
RHEOLOGY	0.2173
POSTSEISMIC	0.2259
DEFORMATION	0.2864
ANDEAN	0.2421
MARGIN	0.2608
TRANSCRIPTION	0.2592
FACTOR	0.2503
MECHANISMS	0.2582
SEQUENCE	0.2031
COMPARISON	0.2820
ALIGNMENT-FREE	0.2311
SKETCH	0.1960
STRUCTURES	0.2099
SYMMETRIC	0.2391
FUNCTIONS	0.2680
SUPERSPACE	0.2213
SCHUR	0.1717
FUNCTIONS.	0.2544
MACDONAL	0.2667
POLYNOMIALS	0.2509
MACDONALD	0.2528
OPERATORS	0.2748
HOPF	0.1233
TANDEM	0.2599
REACTIONS	0.3215
METAL-CATALYZED	0.2072
ATOM	0.2361
(MHAT)	0.1788
REGULATION	0.2889
WARBURG	0.1571
SKULL	0.1298
OSTEOGENESIS	0.2401
UNFITTED	0.2217
DISCONTINUOUS	0.2323
GALERKIN	0.2662
UNTARGETED	0.2352
GASTRIC	0.2622
WASTEWATER	0.2205
SITU	0.1960
PEROXIDE	0.2398
LIGANDS	0.2629
ACUICULTURA	0.2215
SEDIMENTOS	0.2574
MARINOS	0.2970
IMPACTOS	0.2753
BACALAO	0.2208
PROFUNDIDAD	0.2222
DISSOSTICHUS	0.2136
ELEGINOIDES	0.2530
MANEJO	0.2531
REPRODUCTORES	0.2269
ENZIMATIC	0.2615
BIORREACTORS	0.2471
BIORREMEDIATION	0.2584
INTELIGENCIA	0.2429
ARTIFICIAL;	0.2363
HONEY	0.2309
ADULTERATION;	0.2804
VISION	0.2388
MACHINES;	0.2814
MACHINES	0.2968
VACCINE;	0.2448
HEALTH;	0.2211
BVDV	0.0675
INFECTION;	0.2625
INFECTION	0.2755
INTELIGENCE;	0.2296
MINERALOGICAL	0.2604
CHARACTERIZATION;	0.2488
MINERAL	0.2850
EXPLORATION	0.2835
AMBIENTAL;	0.2676
ANALITICA	0.2560
;	0.0046
ESPECTROSCOPIA	0.2307
MASAS;	0.1899
MICROBIOLOGIA	0.2255
ANTIBIOTICOS	0.2557
UPWELLING	0.2203
CROSS-SHORE	0.1990
TRANSPORT	0.2461
OCEANOGRAF;	0.2389
BIOGEOQU;	0.1926
HADAL;	0.1803
M;	0.0577
M	0.0600
MISIONES	0.2769
CIANOBACTERIAS	0.2743
INCENDIOS	0.2716
FORESTALES	0.2601
SERVICIOS	0.2523
ECOSISTEMICOS	0.2462
WILDFIRES	0.2207
IMPACTS	0.2552
LANDSCAPES	0.2469
